"Pokedex Number","Pokemon Name","Classification","Legendary Type","Height","Weight","Primary Type","Secondary Type","Primary Ability","Primary Ability Description","Secondary Ability","Secondary Ability Description","Hidden Ability","Hidden Ability Description","Male Ratio","Female Ratio","Games of Origin","Health EV","Attack EV","Defense EV","Special Attack EV","Special Defense EV","Speed EV","Catch Rate","Experience Growth Name","Experience Growth Total","Experience Yield","Base Happiness","Health Base Stat","Attack Base Stat","Defense Base Stat","Special Attack Base Stat","Special Defense Base Stat","Speed Base Stat","Primary Egg Group","Secondary Egg Group","Cycle Count","Pre-Evolution Pokedex Number","Evolution Method","Evolution Details","Original Pokemon","Form Name"
"359","Absol","Disaster Pokemon","","1.20","47.00","Dark","","Pressure","By putting pressure on the opposing Pokemon, it raises their PP usage.","Super Luck","The Pokemon is so lucky that the critical-hit ratios of its moves are boosted.","Justified","Being hit by a Dark-type move boosts the Attack stat of the Pokemon, for justice.","50","50","Ruby / Sapphire","0","2","0","0","0","0","30","Medium Slow","1059860","163","35","65","130","60","75","60","75","Field","","25","","","","",""
"172","Pichu","Tiny Mouse Pokemon","",".30","2.00","Electric","","Static","The Pokemon is charged with static electricity, so contact with it may cause paralysis.","","","Lightning Rod","The Pokemon draws in all Electric-type moves.  Instead of being hit by Electric-type moves, it boosts its Sp. Atk.","50","50","Gold / Silver / Crystal","0","0","0","0","0","1","190","Medium Fast","1000000","41","70","20","40","15","35","35","60","Undiscovered","","10","","","","",""
"25","Pikachu","Mouse Pokemon","",".40","6.00","Electric","","Static","The Pokemon is charged with static electricity, so contact with it may cause paralysis.","","","Lightning Rod","The Pokemon draws in all Electric-type moves.  Instead of being hit by Electric-type moves, it boosts its Sp. Atk.","50","50","Red / Blue / Yellow","0","0","0","0","0","2","190","Medium Fast","1000000","112","70","35","55","40","50","50","90","Field","Fairy","10","172","Level Up With High Friendship","","",""
"26","Raichu","Mouse Pokemon","",".80","30.00","Electric","","Static","The Pokemon is charged with static electricity, so contact with it may cause paralysis.","","","Lightning Rod","The Pokemon draws in all Electric-type moves.  Instead of being hit by Electric-type moves, it boosts its Sp. Atk.","50","50","Red / Blue / Yellow","0","0","0","0","0","3","75","Medium Fast","1000000","218","70","60","90","55","90","80","110","Field","Fairy","10","25","Evolutionary Stone","Thunder Stone","",""
"587","Emolga","Sky Squirrel Pokemon","",".40","5.00","Electric","Flying","Static","The Pokemon is charged with static electricity, so contact with it may cause paralysis.","","","Motor Drive","Boosts its Speed stat if hit by an Electric-type move, instead of taking damage.","50","50","Black / White","0","0","0","0","0","2","200","Medium Fast","1000000","150","70","55","75","60","75","60","103","Field","","20","","","","",""
"179","Mareep","Wool Pokemon","",".60","7.80","Electric","","Static","The Pokemon is charged with static electricity, so contact with it may cause paralysis.","","","Plus","Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.","50","50","Gold / Silver / Crystal","0","0","0","1","0","0","235","Medium Slow","1059860","56","70","55","40","40","65","45","35","Monster","Field","20","","","","",""
"180","Flaaffy","Wool Pokemon","",".80","13.30","Electric","","Static","The Pokemon is charged with static electricity, so contact with it may cause paralysis.","","","Plus","Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.","50","50","Gold / Silver / Crystal","0","0","0","2","0","0","120","Medium Slow","1059860","128","70","70","55","55","80","60","45","Monster","Field","20","179","Level Up","Level 15","",""
"181","Ampharos","Light Pokemon","","1.40","61.50","Electric","","Static","The Pokemon is charged with static electricity, so contact with it may cause paralysis.","","","Plus","Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.","50","50","Gold / Silver / Crystal","0","0","0","3","0","0","45","Medium Slow","1059860","230","70","90","75","85","115","90","55","Monster","Field","20","180","Level Up","Level 30","",""
"125","Electabuzz","Electric Pokemon","","1.10","30.00","Electric","","Static","The Pokemon is charged with static electricity, so contact with it may cause paralysis.","","","Vital Spirit","The Pokemon is full of vitality, and that prevents it from falling asleep.","75","25","Red / Blue / Yellow","0","0","0","0","0","2","45","Medium Fast","1000000","172","70","65","83","57","95","85","105","Human-Like","","25","239","Level Up","Level 30","",""
"239","Elekid","Electric Pokemon","",".60","23.50","Electric","","Static","The Pokemon is charged with static electricity, so contact with it may cause paralysis.","","","Vital Spirit","The Pokemon is full of vitality, and that prevents it from falling asleep.","75","25","Gold / Silver / Crystal","0","0","0","0","0","1","45","Medium Fast","1000000","72","70","45","63","37","56","55","95","Undiscovered","","25","","","","",""
"309","Electrike","Lightning Pokemon","",".60","15.20","Electric","","Static","The Pokemon is charged with static electricity, so contact with it may cause paralysis.","Lightning Rod","The Pokemon draws in all Electric-type moves.  Instead of being hit by Electric-type moves, it boosts its Sp. Atk.","Minus","Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.","50","50","Ruby / Sapphire","0","0","0","0","0","1","120","Slow","1250000","59","70","40","45","40","65","40","65","Field","","20","","","","",""
"310","Manectric","Discharge Pokemon","","1.50","40.20","Electric","","Static","The Pokemon is charged with static electricity, so contact with it may cause paralysis.","Lightning Rod","The Pokemon draws in all Electric-type moves.  Instead of being hit by Electric-type moves, it boosts its Sp. Atk.","Minus","Boosts the Sp. Atk stat of the Pokemon if an ally with the Plus or Minus Ability is also in battle.","50","50","Ruby / Sapphire","0","0","0","0","0","2","45","Slow","1250000","166","70","70","75","60","105","60","105","Field","","20","309","Level Up","Level 26","",""
"618","Stunfisk","Trap Pokemon","",".70","11.00","Ground","Electric","Static","The Pokemon is charged with static electricity, so contact with it may cause paralysis.","Limber","Its limber body protects the Pokemon from paralysis.","Sand Veil","Boosts the Pokemon's evasion in a sandstorm.","50","50","Black / White","2","0","0","0","0","0","75","Medium Fast","1000000","165","70","109","66","84","81","99","32","Water 1","Amorphous","20","","","","",""
"662","Fletchinder","Ember Pokemon","",".70","16.00","Fire","Flying","Flame Body","Contact with the Pokemon may burn the attacker.","","","Gale Wings","Gives priority to Flying-type moves when the Pokemon's HP is full.","50","50","X / Y","0","0","0","0","0","2","120","Medium Slow","1059860","134","70","62","73","55","56","52","84","Flying","","15","661","Level Up","Level 17","",""
"663","Talonflame","Scorching Pokemon","","1.20","24.50","Fire","Flying","Flame Body","Contact with the Pokemon may burn the attacker.","","","Gale Wings","Gives priority to Flying-type moves when the Pokemon's HP is full.","50","50","X / Y","0","0","0","0","0","3","45","Medium Slow","1059860","175","70","78","81","71","74","69","126","Flying","","15","662","Level Up","Level 35","",""
"636","Larvesta","Torch Pokemon","","1.10","28.80","Bug","Fire","Flame Body","Contact with the Pokemon may burn the attacker.","","","Swarm","Powers up Bug-type moves when the Pokemon's HP is low.","50","50","Black / White","0","1","0","0","0","0","45","Slow","1250000","72","70","55","85","55","50","55","60","Bug","","40","","","","",""
"637","Volcarona","Sun Pokemon","","1.60","46.00","Bug","Fire","Flame Body","Contact with the Pokemon may burn the attacker.","","","Swarm","Powers up Bug-type moves when the Pokemon's HP is low.","50","50","Black / White","0","0","0","3","0","0","15","Slow","1250000","248","70","85","60","65","135","105","100","Bug","","40","636","Level Up","Level 59","",""
"126","Magmar","Spitfire Pokemon","","1.30","44.50","Fire","","Flame Body","Contact with the Pokemon may burn the attacker.","","","Vital Spirit","The Pokemon is full of vitality, and that prevents it from falling asleep.","75","25","Red / Blue / Yellow","0","0","0","2","0","0","45","Medium Fast","1000000","173","70","65","95","57","100","85","93","Human-Like","","25","240","Level Up","Level 30","",""
"240","Magby","Live Coal Pokemon","",".70","21.40","Fire","","Flame Body","Contact with the Pokemon may burn the attacker.","","","Vital Spirit","The Pokemon is full of vitality, and that prevents it from falling asleep.","75","25","Gold / Silver / Crystal","0","0","0","0","0","1","45","Medium Fast","1000000","73","70","45","75","37","70","55","83","Undiscovered","","25","","","","",""
"467","Magmortar","Blast Pokemon","","1.60","68.00","Fire","","Flame Body","Contact with the Pokemon may burn the attacker.","","","Vital Spirit","The Pokemon is full of vitality, and that prevents it from falling asleep.","75","25","Diamond / Pearl","0","0","0","3","0","0","30","Medium Fast","1000000","243","70","75","95","67","125","95","83","Human-Like","","25","126","Trade","Magmarizer","",""
"151","Mew","New Species Pokemon","Mythical",".40","4.00","Psychic","","Synchronize","The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokemon.","","","","","0","0","Red / Blue / Yellow","3","0","0","0","0","0","45","Medium Slow","1059860","270","100","100","100","100","100","100","100","Undiscovered","","120","","","","",""
"197","Umbreon","Moonlight Pokemon","","1.00","27.00","Dark","","Synchronize","The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokemon.","","","Inner Focus","The Pokemon's intensely focused, and that protects the Pokemon from flinching.","87.5","12.5","Gold / Silver / Crystal","0","0","0","0","2","0","45","Medium Fast","1000000","184","35","95","65","110","60","130","65","Field","","35","133","Level Up With High Friendship","During The Night","",""
"196","Espeon","Sun Pokemon","",".90","26.50","Psychic","","Synchronize","The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokemon.","","","Magic Bounce","Reflects status moves, instead of getting hit by them.","87.5","12.5","Gold / Silver / Crystal","0","0","0","2","0","0","45","Medium Fast","1000000","184","70","65","65","60","130","95","110","Field","","35","133","Level Up With High Friendship","During The Day","",""
"63","Abra","Psi Pokemon","",".90","19.50","Psychic","","Synchronize","The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokemon.","Inner Focus","The Pokemon's intensely focused, and that protects the Pokemon from flinching.","Magic Guard","The Pokemon only takes damage from attacks.","75","25","Red / Blue / Yellow","0","0","0","1","0","0","200","Medium Slow","1059860","62","70","25","20","15","105","55","90","Human-Like","","20","","","","",""
"64","Kadabra","Psi Pokemon","","1.30","56.50","Psychic","","Synchronize","The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokemon.","Inner Focus","The Pokemon's intensely focused, and that protects the Pokemon from flinching.","Magic Guard","The Pokemon only takes damage from attacks.","75","25","Red / Blue / Yellow","0","0","0","2","0","0","100","Medium Slow","1059860","140","70","40","35","30","120","70","105","Human-Like","","20","63","Level Up","Level 16","",""
"65","Alakazam","Psi Pokemon","","1.50","48.00","Psychic","","Synchronize","The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokemon.","Inner Focus","The Pokemon's intensely focused, and that protects the Pokemon from flinching.","Magic Guard","The Pokemon only takes damage from attacks.","75","25","Red / Blue / Yellow","0","0","0","3","0","0","50","Medium Slow","1059860","225","70","55","50","45","135","95","120","Human-Like","","20","64","Trade","","",""
"177","Natu","Tiny Bird Pokemon","",".20","2.00","Psychic","Flying","Synchronize","The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokemon.","Early Bird","The Pokemon awakens twice as fast as other Pokemon from sleep.","Magic Bounce","Reflects status moves, instead of getting hit by them.","50","50","Gold / Silver / Crystal","0","0","0","1","0","0","190","Medium Fast","1000000","64","70","40","50","45","70","45","70","Flying","","20","","","","",""
"178","Xatu","Mystic Pokemon","","1.50","15.00","Psychic","Flying","Synchronize","The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokemon.","Early Bird","The Pokemon awakens twice as fast as other Pokemon from sleep.","Magic Bounce","Reflects status moves, instead of getting hit by them.","50","50","Gold / Silver / Crystal","0","0","0","1","0","1","75","Medium Fast","1000000","165","70","65","75","70","95","70","95","Flying","","20","177","Level Up","Level 25","",""
"280","Ralts","Feeling Pokemon","",".40","6.60","Psychic","Fairy","Synchronize","The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokemon.","Trace","When it enters a battle, the Pokemon copies an opposing Pokemon's Ability.","Telepathy","Anticipates an ally's attack and dodges it.","50","50","Ruby / Sapphire","0","0","0","1","0","0","235","Slow","1250000","40","35","28","25","25","45","35","40","Amorphous","","20","","","","",""
"281","Kirlia","Emotion Pokemon","",".80","20.20","Psychic","Fairy","Synchronize","The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokemon.","Trace","When it enters a battle, the Pokemon copies an opposing Pokemon's Ability.","Telepathy","Anticipates an ally's attack and dodges it.","50","50","Ruby / Sapphire","0","0","0","2","0","0","120","Slow","1250000","97","35","38","35","35","65","55","50","Amorphous","","20","280","Level Up","Level 20","",""
"282","Gardevoir","Embrace Pokemon","","1.60","48.40","Psychic","Fairy","Synchronize","The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokemon.","Trace","When it enters a battle, the Pokemon copies an opposing Pokemon's Ability.","Telepathy","Anticipates an ally's attack and dodges it.","50","50","Ruby / Sapphire","0","0","0","3","0","0","45","Slow","1250000","233","35","68","65","65","125","115","80","Amorphous","","20","281","Level Up","Level 30","",""
"789","Cosmog","Nebula Pokemon","Legendary",".20",".10","Psychic","","Unnerve","Unnerves opposing Pokemon and makes them unable to eat Berries.","","","","","0","0","Sun / Moon","1","0","0","0","0","0","45","Slow","1250000","40","0","43","29","31","29","31","37","Undiscovered","","120","","","","",""
